Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Comcast acquired FreeWheel in 2014,FreeWheel,Comcast,2014,2/03/2014,"$320,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/461a5463d158eb6f1b5e72f7172de549,Comcast Is Acquiring Video Ad Company FreeWheel For $320 Million | TechCrunch,http://techcrunch.com/2014/03/01/comcast-freewheel/
Vodafone acquired Kabel Deutschland in 2013,Kabel Deutschland,Vodafone,2013,24/06/2013,"$10,100,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/47618ccd73f4640ccb6ffcee08aec23a,Vodafone Launches $10.1 Billion Takeover Bid for German Cable TV Operator,http://www.cellular-news.com/story/60631.php?s=tw
Cisco acquired ScanSafe in 2009,ScanSafe,Cisco Systems,2009,27/10/2009,"$183,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2b85b29d0a92200222a14b0c73ac7e27,ScanSafe Now Part of Cisco,http://www.cisco.com/web/about/ac49/ac0/ac1/ac259/scansafe.html
SAP acquired OpTier in 2104,OpTier,SAP,2104,10/08/2014,"$10,000,000,000",Pending,Cash,http://www.crunchbase.com/acquisition/7cfd22b14cccfc8c0bc1d499141f6e9c,,
HP acquired Shunra Software in 2013,Shunra Software,HP,2013,1/05/2013,"$25,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/1b766446834f440d2b487018eb8877e2,,
eBay acquired Marktplaats.nl in 2004,Marktplaats.nl,eBay,2004,10/11/2004,"$290,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e57471387e7867d21c2b399e935a79cb,eBay Acquires Dutch Company Marktplaats.nl - eBay Inc.,http://investor.ebay.com/releasedetail.cfm?ReleaseID=148001
Yahoo! acquired Zimbra in 2007,Zimbra,Yahoo,2007,1/09/2007,"$350,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/878b074d46fe711b2c79dce887421a2f,Breaking: Yahoo Acquires Zimbra For $350 million in Cash | TechCrunch,http://techcrunch.com/2007/09/17/breaking-yahoo-acquires-zimbra-for-350-million/
AOL acquired buy.at in 2008,buy.at,AOL,2008,1/02/2008,"$125,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ffed03f27fb5e41328d686add591912a,AOL acquires affiliate network to boost ad platform | TechCrunch,http://techcrunch.com/2008/02/05/aol-acquires-affiliate-network-to-boost-ad-platform/
Google acquired Omnisio in 2008,Omnisio,Google,2008,30/07/2008,"$15,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/6d302ceaa60ef0407eaf40a0cc6cd773,Google Acquires Omnisio To Spice Up YouTube | TechCrunch,http://techcrunch.com/2008/07/30/google-acquires-omnisio-to-spice-up-youtube/
Cisco acquired Cerent in 1999,Cerent,Cisco Systems,1999,26/08/1999,"$7,400,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/f462e28b0de1b17bef6bc0e5eb28cfb2,Cisco buys Cerent Monterey Networks - CNET News,http://news.cnet.com/Cisco-buys-Cerent-Monterey-Networks/2100-1033_3-230304.html
Dell acquired MessageOne in 2008,MessageOne,Dell,2008,13/02/2008,"$155,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f6fe36b05ecfc835210d742925924aa7,Dell Acquires Adam Dell's MessageOne For $155 Million | TechCrunch,http://techcrunch.com/2008/02/13/dell-acquires-adam-dells-messageone-for-155-million/
Microsoft acquired Rare in 2002,Rare,Microsoft,2002,24/09/2002,"$337,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7965228c7e391e114713b167ad8cd603,Microsoft acquired Rare,http://www.microsoft.com/presspass/press/2002/sep02/09-24ProjectRPR.mspx
Symantec acquired Vontu in 2007,Vontu,Symantec,2007,5/11/2007,"$350,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/4450a844e81c96bba7f8529f11647633,Symantec to Acquire Vontu,http://www.symantec.com/about/news/release/article.jsp?prid=20071105_01
Comcast acquired Time Warner Cable in 2014,Time Warner Cable,Comcast,2014,13/02/2014,"$45,000,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/db261bcf90403af2c74391052c701d60,Comcast confirms $45 billion merger with Time Warner Cable,http://www.theverge.com/2014/2/13/5407704/comcast-confirms-45-billion-acquisition-of-time-warner-cable?utm_source=twitterfeed&utm_medium=twitter
